3.471013539234250357e-03,6.885794408721048095e-03,6.508808017863240876e-03,7.885125113990153894e-03,7.853592079844677262e-03,8.394389807510227453e-03,1.113094593876525103e-02,1.001654795045413618e-02,2.807217987860819060e-03,4.758217670941125924e-03,4.415037728134037567e-03,4.498118368386290825e-03,5.398059784503938564e-03,4.810661329829032939e-03,9.251230158915475441e-03,6.566058909447295734e-03,2.426953650211964054e-03,2.796621510322650894e-03,2.122434328113078240e-03,2.006942823471591971e-03,3.793416170862980424e-03,2.601981610276092420e-03,7.597306109968266982e-03,4.836233740770359661e-03,8.132567282370573372e-03,7.098357382088377014e-03,6.714809050087620218e-03,6.196186176962183850e-03,6.506652243889501398e-03,5.791987407819455466e-03,8.940420699736256055e-03,6.292597331371568674e-03,1.511062564985047457e-02,1.480528892849359082e-02,1.351094741796238057e-02,1.348180871717390671e-02,1.178675274957782099e-02,1.329921212459097245e-02,1.230137158119037726e-02,1.364474677933705075e-02,8.149049859818775429e-03,7.141132258019854302e-03,6.856705164362901159e-03,6.200055457296052910e-03,6.685468786453715485e-03,5.789573803442479329e-03,8.854979286121477874e-03,6.370321385343290232e-03,2.535274932004987197e-03,2.885913425137400044e-03,2.228464745869300229e-03,2.016229640867799825e-03,4.123522939496492012e-03,2.876702330576825541e-03,7.119366430900369441e-03,4.866073656079009102e-03,2.818196149336857793e-03,4.749388883027937450e-03,4.300622504703663883e-03,4.423681967572491366e-03,5.470237250179610725e-03,4.811441908517585450e-03,8.628837077197134414e-03,6.147354941541427996e-03
3.444253110580575931e-03,6.816075525310124825e-03,5.688612098469791357e-03,7.527290481455260057e-03,7.043623677158629241e-03,8.045231336482232612e-03,9.859318599706515945e-03,9.368199037545902816e-03,2.745735705233207785e-03,4.654234394065255402e-03,4.071600133833758184e-03,4.312423755763928994e-03,5.129919563955732953e-03,4.821044800949215829e-03,8.516793290120866500e-03,6.115149156394095870e-03,2.356398343290325853e-03,2.722540770359298343e-03,2.114813803274570234e-03,1.976259197826790714e-03,4.000936599737606007e-03,2.859018853312824977e-03,7.722374492353268997e-03,5.051481066507103670e-03,7.719653162539637931e-03,6.636154099762913219e-03,6.715363908649374727e-03,6.017968724771053345e-03,6.543522746523593343e-03,5.691052436611394871e-03,9.468393722084678804e-03,6.533208875484730269e-03,1.427983508867790990e-02,1.369243828861517638e-02,1.405995327279530548e-02,1.324571888663818482e-02,1.128626853872704769e-02,1.302926133161885075e-02,1.291061083126114617e-02,1.354663772181416252e-02,7.756567478645517121e-03,6.678444598689321603e-03,6.923706080979554617e-03,6.100530113870325337e-03,6.517782209506937582e-03,5.716005914348709291e-03,9.206068374006627295e-03,6.471465073540671846e-03,2.567523600425189543e-03,2.927359144084843053e-03,2.439946504612589256e-03,2.283232265037152871e-03,3.943947255802649626e-03,2.710906271252934950e-03,7.612031887128359493e-03,4.929795342397567601e-03,2.860710892555950839e-03,4.769888684673823619e-03,3.774494827935217546e-03,4.304720048089335192e-03,5.038320900608572739e-03,4.528732834050492456e-03,8.265348439187860177e-03,5.914051885315947318e-03
3.212615101288028574e-03,6.683629935062353894e-03,5.605217571443566089e-03,7.465697847417488917e-03,6.899031360330437276e-03,7.885669250487177540e-03,9.875663854815192391e-03,9.225391931240809612e-03,2.706724365800911893e-03,4.706857307730647443e-03,3.782938049675120800e-03,4.218986140189015001e-03,5.156579792186435050e-03,4.662674517706702493e-03,8.352128573024933389e-03,6.002100106294808689e-03,2.403034639441777812e-03,2.775505867405524303e-03,2.165056855733526412e-03,2.022941638804193892e-03,4.012188343231823905e-03,2.668632509221916579e-03,7.764919589388986736e-03,5.175213129339987193e-03,8.225369910708222113e-03,7.096943789798253362e-03,6.918170939582138183e-03,6.317448302302433767e-03,6.732574474635899878e-03,5.967179984271289012e-03,9.264618587424562624e-03,6.640927227967427515e-03,1.559602556369813452e-02,1.509569874162961303e-02,1.362835195991603417e-02,1.371621893474557312e-02,1.190785173372934692e-02,1.353404959909353632e-02,1.271371451998828429e-02,1.396678315232757588e-02,8.269429921799919397e-03,7.158000561709176000e-03,6.981133191344585619e-03,6.334253287373478071e-03,6.744377425782457219e-03,5.956297555930032198e-03,9.244996769228065042e-03,6.645986230048834577e-03,2.522290465900882926e-03,2.815790957767655856e-03,2.211132240546431066e-03,2.125836101149394287e-03,3.953982396370244769e-03,2.679790166981564029e-03,7.545216124606840026e-03,4.953809030257857841e-03,2.719232401465996110e-03,4.655747213979581460e-03,3.781859075947385795e-03,4.220896189773884997e-03,4.996691465270089970e-03,4.328996480066820383e-03,8.014732738530712386e-03,5.770316702058632743e-03
6.102895536202592418e-03,1.108375052734045067e-02,1.303784994584981406e-02,1.480958001046959148e-02,1.479859063139682060e-02,1.431128080663596203e-02,1.894486609816060929e-02,1.694115977938024514e-02,4.661692039320567901e-03,7.268082409932124198e-03,7.745743113113419918e-03,7.953432137991709935e-03,9.799095495592612809e-03,8.642963704245720802e-03,1.442447065122518489e-02,1.005321284835257976e-02,3.990563521885255420e-03,4.467210163654633352e-03,3.541802320764053918e-03,3.068780072114025807e-03,6.175685057383351745e-03,4.262867268194680918e-03,1.142518083466101050e-02,7.222556654872779903e-03,1.126008927878725981e-02,1.085866785025093630e-02,8.636136525735501127e-03,8.608395042551121937e-03,8.956742192932163477e-03,8.019307504629147321e-03,1.313161726003583829e-02,9.101339928687772474e-03,1.987011605227912911e-02,2.162479818907967269e-02,1.680610920317739121e-02,1.811134038648847325e-02,1.470055346882434381e-02,1.790531294411789112e-02,1.736807961298850872e-02,1.852284983204134303e-02,1.118867978326402654e-02,1.076674314649780223e-02,8.831493116277646521e-03,8.538331363989499698e-03,9.183604220806669549e-03,7.909620714697035079e-03,1.386516618175653165e-02,9.443255072034171388e-03,4.136032392636685741e-03,4.716323583527188938e-03,3.848922644846649883e-03,3.760193981381047823e-03,6.771666534496987438e-03,4.649886999429577068e-03,1.137375037055625600e-02,7.211325441454486881e-03,4.540854372574968691e-03,7.119276545168060771e-03,8.589981983406226249e-03,8.130674614593659880e-03,9.694947102432252550e-03,7.900310446980916487e-03,1.401204388118970287e-02,9.823073078095123992e-03
6.628778312460023234e-03,1.238893818840570114e-02,1.270986566276286096e-02,1.433998984292878670e-02,1.535968530896551602e-02,1.513290673862547307e-02,1.970032815140085325e-02,1.766207242915979192e-02,5.252912597442733512e-03,8.298697113436361711e-03,8.214753820828132880e-03,8.251251182526566155e-03,9.908382645862207766e-03,8.824277934320544706e-03,1.437046431912570449e-02,1.022590883939057151e-02,4.662443173948669327e-03,5.080000777124113638e-03,3.853061344287762435e-03,3.467340916171210690e-03,5.640535563767094980e-03,3.977234921672378673e-03,1.074524480451494526e-02,6.843849209971704893e-03,1.129235610200781184e-02,1.054282391418820582e-02,8.819545005464293763e-03,8.868345499856437192e-03,8.890063234241629697e-03,8.394183123737939539e-03,1.261009279928214030e-02,9.254535350480012565e-03,1.942685896496984879e-02,2.068027404526775678e-02,1.742137245148056221e-02,1.894099074143233349e-02,1.552109989161961322e-02,1.846238916280405415e-02,1.769201048477691066e-02,1.920926570056119206e-02,1.123849551395186483e-02,1.046268741589027537e-02,9.131302698036308438e-03,8.972256358921177136e-03,9.272152431984542406e-03,8.388132378018936866e-03,1.317859475418269380e-02,9.402874200472012556e-03,4.391123546067196917e-03,5.070304096787936476e-03,3.891474918393403662e-03,3.799850823655399543e-03,6.403817170987370112e-03,4.593261835680496549e-03,1.064576543343484505e-02,6.739849589830155217e-03,5.120486752362181718e-03,8.476953342688305429e-03,8.249852937164946567e-03,8.127006309888046634e-03,9.865801484808934749e-03,8.222130048823569556e-03,1.434312357088034576e-02,1.007243975280056221e-02
3.613640984511409457e-03,6.833484498427576902e-03,4.496577616363618864e-03,8.550164597416183218e-03,6.155002390611458672e-03,8.653173142637296186e-03,1.009738777539342588e-02,1.036600051045633367e-02,3.324854348139142865e-03,5.616139324606412089e-03,3.385526288309608205e-03,5.130703440836507402e-03,4.862588443987331428e-03,4.993877109647468920e-03,8.303998010026633972e-03,6.590838214376562414e-03,3.448533088498941836e-03,3.799268843615421186e-03,2.908840965074667960e-03,2.988072635344283731e-03,3.868684872933326156e-03,3.110066700287145852e-03,8.146180821431873303e-03,5.500755849034913089e-03,7.734645834433946480e-03,7.443464330830400731e-03,8.179023112524665476e-03,7.404657977250372024e-03,7.788391533514458717e-03,6.764007918013201746e-03,1.044428716851713602e-02,7.547910273643170312e-03,1.476395294486905832e-02,1.559186666437641783e-02,1.595973192984424804e-02,1.560737648090780236e-02,1.375742513997463105e-02,1.520666503230829435e-02,1.471785359191636611e-02,1.585886483470624192e-02,7.705158790708268972e-03,7.431760705570332991e-03,8.085280232952605367e-03,7.407211684613357675e-03,7.571524890956368194e-03,6.861605387648529383e-03,1.015742364128667356e-02,7.486995560849638194e-03,3.560642653441608695e-03,4.003092768698582847e-03,2.532890977573782655e-03,2.769626264954913337e-03,4.113814790941042188e-03,3.107702520785457240e-03,8.125207537030021757e-03,5.687126825910121357e-03,3.297954460257507964e-03,5.548366183357657071e-03,3.302077749966509518e-03,5.076944175707900388e-03,4.556682214320659577e-03,4.843730325873528766e-03,8.444425498807374073e-03,6.669931213886635436e-03
5.642552763453189020e-03,1.048709132118975755e-02,1.053508175942455966e-02,1.251550227888270639e-02,1.466235522595765728e-02,1.414156092265263058e-02,1.881341055316684482e-02,1.688755340602939373e-02,4.512147670310790587e-03,7.161354478042031291e-03,7.075313116344899601e-03,7.133674621211759555e-03,8.803448402213304505e-03,7.929598756654507655e-03,1.372141222356898678e-02,9.789654128960021545e-03,4.209735578561149549e-03,4.707856463582944448e-03,3.709741958378475445e-03,3.477604403551346444e-03,5.755144862700398330e-03,4.026539895416803190e-03,1.082792787556406504e-02,7.157592346620699972e-03,1.186460447253008532e-02,1.065730140606875077e-02,9.663732441311169430e-03,9.190265249011977250e-03,9.664131073503544681e-03,8.506699326186823590e-03,1.298799523619694266e-02,9.285531742321620485e-03,2.109028965751103338e-02,2.178327013864912384e-02,1.905554348477770527e-02,1.980190134045865802e-02,1.640539650816420433e-02,1.909654842038944339e-02,1.774998158441923324e-02,1.975317137269713350e-02,1.180268784031093462e-02,1.074324222175426086e-02,9.757865233356964943e-03,9.322672910495497303e-03,9.417595594236676318e-03,8.597807260276564903e-03,1.289420547342303054e-02,9.389380318601224518e-03,4.484110368911681070e-03,4.870536594804028910e-03,3.765336317883331840e-03,3.397345460981683780e-03,6.060938093748779662e-03,4.512489444413358280e-03,1.112636117543659708e-02,7.193938091458912040e-03,4.506670483988345875e-03,6.941732994891440869e-03,7.143282287039810254e-03,7.042696399700191547e-03,9.724211008780285492e-03,8.394909590718650089e-03,1.443013729434013299e-02,1.059758993407153814e-02
4.657948706615635225e-03,1.019190117219764997e-02,5.471555815156743663e-03,1.028778258501814903e-02,7.504926800793614884e-03,9.847165944462355283e-03,1.254076958340033868e-02,1.163153883427076561e-02,3.728648720009433357e-03,6.654994340472063750e-03,4.358670493288587314e-03,5.727979423800272883e-03,6.419058122705693752e-03,5.757326268250724695e-03,1.176092040755658853e-02,8.147087733681446231e-03,3.111939454443918025e-03,3.966103590576627869e-03,3.154861011041057515e-03,2.938780655835227917e-03,5.881518658126608408e-03,4.058767067496137602e-03,1.152369069902375170e-02,7.248706180062264304e-03,1.052512522646472347e-02,9.378402028634567900e-03,9.804824635249412279e-03,9.179705478544384484e-03,9.728437582382475080e-03,8.413364705681332378e-03,1.385870823099611543e-02,9.513880305183028754e-03,2.082586103535857130e-02,1.997015718601591328e-02,1.980467854967124866e-02,2.013165748988289885e-02,1.697087985370223165e-02,1.931530363302310163e-02,1.836018193904601081e-02,1.951942480013117362e-02,1.059521522176852353e-02,9.352606772999512777e-03,9.856740659333914842e-03,9.190365784378075331e-03,9.862285899099145978e-03,8.342112142188582574e-03,1.390160208845849996e-02,9.532897500693167728e-03,3.094786664184540678e-03,3.884821110398201105e-03,3.192226768458415222e-03,2.921288383304130806e-03,5.714218336233199344e-03,3.724902647172715145e-03,1.158879555162673283e-02,7.230908511556372216e-03,3.649555131296500655e-03,6.494257126778405290e-03,3.809523604228551730e-03,5.577261765360328957e-03,5.747167368439236659e-03,5.340937186066933157e-03,1.167093039180397938e-02,7.996792716305291954e-03
4.688093827370802026e-03,9.822791240718978592e-03,5.918988469978022672e-03,1.037172857552136687e-02,7.704689804471374741e-03,1.005770896457523420e-02,1.311231949450577909e-02,1.243697475024284002e-02,3.792847949935846796e-03,6.686544829204743058e-03,4.508735701330118806e-03,5.886674336788992254e-03,6.564478564844448451e-03,5.885281059753837314e-03,1.162830171428614473e-02,8.282850440923217664e-03,3.464490516919280574e-03,4.009577280741924779e-03,3.283191343307299229e-03,3.052744547210250667e-03,5.480377082688850376e-03,3.737408492004118225e-03,1.133086946089015452e-02,7.229866787343029906e-03,1.103831979054455299e-02,9.451835285031755587e-03,1.019428737399140882e-02,9.196322769928011800e-03,9.674964211213965895e-03,8.514723223088880785e-03,1.382537248668457182e-02,9.682338202032595917e-03,2.071375359227070959e-02,1.966222921386670888e-02,2.023937751174589850e-02,2.012906971717056889e-02,1.706348759013014485e-02,1.943326481345352200e-02,1.866684319252497407e-02,1.991882394424583647e-02,1.107976224944861622e-02,9.451867298240356971e-03,1.004216888022730660e-02,9.142188534038395847e-03,9.891763883198727292e-03,8.479708598941161288e-03,1.352426818972927991e-02,9.647334459195931744e-03,3.439046270463852559e-03,4.113410930841331602e-03,3.188485940728492084e-03,2.928098700948562286e-03,5.673169029697598155e-03,3.932738763025219256e-03,1.138822111477949539e-02,7.380839728723853979e-03,3.891349411495159671e-03,6.801773327382126290e-03,4.015893506822439465e-03,5.820403720974620318e-03,5.954353059641973554e-03,5.591813700189659023e-03,1.204006565967138780e-02,8.547712129427781705e-03
4.354931565700910848e-03,9.096646995075596473e-03,7.226089069848791457e-03,1.046541693733991744e-02,7.653770986289267983e-03,1.025979451827713912e-02,1.277708844854238621e-02,1.266985004514921756e-02,3.752378099521998939e-03,6.845790883845678104e-03,5.559422166819090287e-03,6.662927466385778000e-03,6.063682598483505735e-03,5.663378918655709825e-03,1.122557984107336142e-02,8.115444851327095060e-03,3.539444870382873077e-03,4.279355972857482385e-03,3.797335690512415683e-03,3.414335765378798647e-03,5.648287361883538860e-03,3.884241485286196293e-03,1.097965009388233472e-02,7.101103810433194614e-03,1.265168839360295699e-02,1.065557641353995569e-02,1.072459631323666868e-02,9.526440730354872669e-03,1.072387292021941343e-02,8.842279807605315720e-03,1.395891874165429251e-02,9.883760611861145198e-03,2.520171501058898755e-02,2.338641808496220997e-02,2.167758466725530977e-02,2.073202530715055614e-02,1.885980837986834038e-02,2.042833524974288148e-02,2.007883612098797579e-02,2.151999773284727149e-02,1.254323858249114902e-02,1.058030357662141478e-02,1.071196326892133455e-02,9.618028817992736734e-03,1.045673111775263092e-02,8.956905582883640041e-03,1.446921388718886738e-02,1.000433011071212228e-02,3.629764485904660859e-03,4.177609240685564024e-03,4.002883001560576803e-03,3.596993704857746540e-03,5.791928106339633286e-03,4.185343520506513114e-03,1.124031901953902006e-02,7.366297075349098437e-03,3.819584560429697007e-03,6.773618382043674821e-03,6.675289231632689640e-03,7.569360398648269581e-03,6.568347536949076769e-03,6.431289736001359440e-03,1.201249968263302763e-02,8.897484887102213511e-03
