5.077783062930792297e-03,8.948333424104391517e-03,1.127621270203090637e-02,8.953834780106757762e-03,3.965371330354509893e-03,3.721449927474555427e-03,5.387841894614235107e-03,3.539300497801922078e-03,4.084632130702706837e-03,3.762863118278029703e-03,5.396759092836015889e-03,3.481117584581041279e-03
5.056275106590993676e-03,8.968483132975012262e-03,9.329867208315321958e-03,8.343619207997877638e-03,3.950177990310129068e-03,3.804244937118720325e-03,5.588727606046166307e-03,3.550398998438402884e-03,4.020329834688467219e-03,3.722706703318712403e-03,5.544026256819588674e-03,3.552180203819735663e-03
4.663563997355767328e-03,8.708898446041321573e-03,9.570373048516801762e-03,8.274754628119700833e-03,4.033201243678181946e-03,3.743475317412581476e-03,5.349174904517076633e-03,3.486645516324017417e-03,4.171842736370503894e-03,3.917256562126189383e-03,5.697416286762443070e-03,3.625096697994373198e-03
8.680870385720544299e-03,1.414959205773097875e-02,2.019116807768575259e-02,1.539841281010380196e-02,5.256409668819179808e-03,5.463480637812641837e-03,8.169324832994736066e-03,5.188942105892840710e-03,5.460067990331568359e-03,5.449575369487054573e-03,8.364991411704620489e-03,5.461192984142787359e-03
9.298292773720842272e-03,1.569176635007578716e-02,2.103776806958198783e-02,1.597373081899177219e-02,5.598285093969439588e-03,5.506323630744601981e-03,8.231872113037339359e-03,5.370197806546667292e-03,5.727450549858786356e-03,5.869508230857905552e-03,8.301777362953110043e-03,5.408469569109648246e-03
5.681245683673123020e-03,9.951901244281845596e-03,8.909392443669358549e-03,9.555127246464742777e-03,4.970695168266623526e-03,4.627114057664585660e-03,6.497208850504530495e-03,4.263450946016382644e-03,4.959814582075309716e-03,4.747905672694163574e-03,6.050482664150693031e-03,4.076578536516682616e-03
8.235609238476739730e-03,1.345045960949314140e-02,2.189882481932797081e-02,1.621696557090122545e-02,5.861539686344854026e-03,5.733258385316090423e-03,7.742982084276625425e-03,5.115687481646358052e-03,6.076097447967444311e-03,5.753730765647037393e-03,8.137491239077497551e-03,5.328516621886796555e-03
6.836969619307675487e-03,1.317044710715526562e-02,9.931034931229843279e-03,1.033518582289823240e-02,5.858122171362934588e-03,5.589257804965198050e-03,8.886467895102863682e-03,5.389691042333025379e-03,5.830711847386006556e-03,5.579473954831389026e-03,8.382986199588840504e-03,5.239796106554132395e-03
6.786635254815627863e-03,1.307170146631064442e-02,1.040124812010008622e-02,1.099874352471324861e-02,6.029389647548790213e-03,5.677887697171994999e-03,8.579069092945782946e-03,5.496909677038327655e-03,6.047473548226603261e-03,5.646176382685986345e-03,8.398338738388480551e-03,5.354184402559255575e-03
6.454525082086977859e-03,1.209842074974273353e-02,9.840152749545848579e-03,1.059644015105832594e-02,6.282898222147177691e-03,5.751904974121469644e-03,8.453586227621323612e-03,5.425610456115042418e-03,6.277548975532292082e-03,5.772434144865815422e-03,8.564089472992336693e-03,5.563570937631790239e-03
6.983808286226143684e-03,1.160385668230821780e-02,1.051540279001205586e-02,1.004021071779127167e-02,4.894241861950659848e-03,4.531738558594491408e-03,5.802698563877601093e-03,3.827507922115063084e-03,5.100573974976406640e-03,4.444918077275696218e-03,6.520292989936698168e-03,4.081307664690819043e-03
5.995976808438549695e-03,1.025376271629148406e-02,1.094447497678940201e-02,9.472284382086913410e-03,4.297550103460875091e-03,4.041732109811930519e-03,6.139201317539762226e-03,3.869049966594484847e-03,4.452082700620733739e-03,4.152535795698694167e-03,6.004837830859241499e-03,3.779304219693004931e-03
8.303724840605635621e-03,1.453628694630811069e-02,1.355561500306235422e-02,1.313949353465799358e-02,5.798089722463634250e-03,5.563644956395193478e-03,8.536420467895509956e-03,5.547313630171375916e-03,5.637349117743426820e-03,5.488630768315756921e-03,8.546683040124330305e-03,5.210677639486270725e-03
8.699029066552824499e-03,1.496083067560689817e-02,1.930566192539463766e-02,1.712761243071338896e-02,5.847218782449506609e-03,5.625181487511330715e-03,7.884751916786659348e-03,5.191043559309248441e-03,5.758508590769264093e-03,5.625185178431603254e-03,7.994806328281211377e-03,5.121810706992926954e-03
8.877317048789374471e-03,1.524346963018442455e-02,1.416971410651475007e-02,1.312630246526657815e-02,6.104702734029545524e-03,5.880135759884891865e-03,8.063239403552753537e-03,5.240127860440084440e-03,6.083622048983210184e-03,5.805053815506301500e-03,8.635278179439823815e-03,5.508780477925002972e-03
8.722609024584545429e-03,1.542583236651501842e-02,1.923413924174189465e-02,1.574067773547188978e-02,5.958382398182218015e-03,5.536550879198558900e-03,8.670460814750549638e-03,5.487496102492818613e-03,5.932003200960246636e-03,5.503445232628407027e-03,8.888577332053084618e-03,5.581711721219998271e-03
6.747566969583830739e-03,1.022088321851489200e-02,1.213029107168234026e-02,1.079106581709034750e-02,4.492240079137333614e-03,3.943786155697961808e-03,5.850469120717011542e-03,3.641369090482211770e-03,4.437588450722789943e-03,3.964598803617232388e-03,5.914431042118259776e-03,3.634299771135337132e-03
6.186096630630060628e-03,1.083929026589619884e-02,9.959767892935093500e-03,9.882923760533525101e-03,4.772331914236779479e-03,4.528985550983238330e-03,6.530636878098036377e-03,4.523002281184952851e-03,4.766880234086299205e-03,4.599625623879071215e-03,6.329198763710488368e-03,4.290109696853449360e-03
9.421356388465954371e-03,1.542069135425444722e-02,1.848504087716059882e-02,1.501786446995048187e-02,5.302377403380563806e-03,4.987805043074703196e-03,7.569384755137660917e-03,5.020993819248182818e-03,5.189875273926025136e-03,4.976198135929999281e-03,7.597009418189486565e-03,4.959235230614745388e-03
8.236912530943231101e-03,1.384523193019629277e-02,2.121585671268290396e-02,1.796310850456762920e-02,5.648913397567303929e-03,5.499399537374030124e-03,7.000802407441959058e-03,4.723671715974100786e-03,5.763849862260528312e-03,5.507864461614771050e-03,7.409431212762657495e-03,4.967923828132803608e-03
6.159489956941202257e-03,1.179817136119114609e-02,9.449075644152477374e-03,9.922908726217165645e-03,6.264887322107390473e-03,5.505724537271658621e-03,7.751340661098080585e-03,5.114713170605319700e-03,6.370462822857190718e-03,5.638430780058207963e-03,7.940379589194470136e-03,5.182422805007203155e-03
4.130106594471491706e-03,7.946855749179788583e-03,8.355455223349872798e-03,7.377014067420435001e-03,4.325767666733827330e-03,3.762045269962099869e-03,5.480704068639305482e-03,3.517670932945183432e-03,4.240725679730570317e-03,3.755742062048848546e-03,5.477464204468286517e-03,3.541877374915761330e-03
7.940135254474418175e-03,1.343975917637596149e-02,2.116073092763746250e-02,1.694823415925424820e-02,5.523584183462527074e-03,5.485448891829881185e-03,7.659442133920837774e-03,5.003686080569976283e-03,5.622098020956959111e-03,5.469614255342148713e-03,7.902413493793957605e-03,5.077071557722805280e-03
9.070719290732604315e-03,1.444330721446580000e-02,1.829775248927944034e-02,1.553206814885888139e-02,5.499595856771606270e-03,5.186412808344552372e-03,7.416230710197287482e-03,4.812147269386582611e-03,5.517927096183349207e-03,5.229627973105880311e-03,7.711359890216748503e-03,4.997016050560180132e-03
6.739246827230512341e-03,1.180965975350582904e-02,1.022517611773110686e-02,1.039033845779867987e-02,5.535026726735710854e-03,4.923397144539464962e-03,7.458209575704222508e-03,4.717850274162503459e-03,5.650214574322563223e-03,5.085482328943474566e-03,7.509643264655081578e-03,4.723623661058849732e-03
1.258378020718125059e-02,1.700289617739089362e-02,1.582429371593675055e-02,2.024829018297026953e-02,9.076369058256242642e-03,1.029878222528673656e-02,7.490961442608658899e-03,6.462717149239299505e-03,8.856256112496073071e-03,1.001231051846327748e-02,7.123684958629766632e-03,6.460979168992210357e-03
1.363044617996346866e-02,1.544832699536708917e-02,1.402897106803802606e-02,1.550415383448787258e-02,5.132581304558204820e-03,6.297668917297256572e-03,6.857152549940927905e-03,4.893020571397221734e-03,5.516939484289109033e-03,6.510292395137370729e-03,7.140216257840399650e-03,5.154353226955999540e-03
1.467233586635590531e-02,1.697696625189235725e-02,1.289750936140623104e-02,1.528411221116658843e-02,5.351394448467366310e-03,6.173563312599847017e-03,6.451120352142393662e-03,4.654086720515059929e-03,5.532256451631499712e-03,6.275123450410922607e-03,7.291979598154228921e-03,5.150555809153028672e-03
1.714963555883049565e-02,1.997366147356288354e-02,1.713680275709200326e-02,2.019447337681613136e-02,5.943303079590751131e-03,6.905854872166122642e-03,7.300291130259040952e-03,5.546869071507426127e-03,6.333454940284592889e-03,7.359934920010103958e-03,7.686625293904181255e-03,5.696832328263925355e-03
1.499719164035389664e-02,1.671084425707672697e-02,1.388762076843222566e-02,1.543420601980293252e-02,5.599818732236262406e-03,6.117274975180872487e-03,7.348806966094458167e-03,5.223202729683726342e-03,5.405773153738544466e-03,6.021389999991195140e-03,7.161100129191996615e-03,5.070359806682070078e-03
1.614633159852100694e-02,1.858727569949780722e-02,1.576358133066790498e-02,1.727299123432942188e-02,6.346362315612916367e-03,6.973732498912231688e-03,7.095613925547554143e-03,5.169499753030159205e-03,6.068924708737370721e-03,7.235476194708457924e-03,7.564773396414272398e-03,5.426850356116843903e-03
1.749643334760934282e-02,1.931468034907505779e-02,1.451287180410040789e-02,1.665128418503526025e-02,6.016022233242961613e-03,6.827579409082754937e-03,7.185885453446135170e-03,5.223469176350193678e-03,6.225125294075805997e-03,7.142099105197372358e-03,7.140452737332569390e-03,5.352117879343416644e-03
1.677835084009610817e-02,1.921400336197558525e-02,1.791947832467318674e-02,2.010130951270113278e-02,5.159122221520239145e-03,6.538729304306959041e-03,6.742825994119632134e-03,5.536858445723112469e-03,6.072894470155953787e-03,7.266846250985984149e-03,6.366151788593850391e-03,5.314978718826865803e-03
1.208600979103294747e-02,1.471308170480486836e-02,1.482049665341181148e-02,1.638244548952980106e-02,5.505800307342648657e-03,6.197363550001425483e-03,6.431972538699191368e-03,5.013448127688657600e-03,5.910245019346166764e-03,6.839603215654189473e-03,6.247721441859301235e-03,4.939959492645955991e-03
1.573123741010177754e-02,1.871778911072837295e-02,1.475638522623250702e-02,1.714573058397491842e-02,6.550690321958584431e-03,7.721344596207230064e-03,6.900843020754655194e-03,5.453588205475638773e-03,6.906726540576735469e-03,8.233161367526380114e-03,7.416334500407670283e-03,5.722574774976421814e-03
1.654145549356404732e-02,1.961363778388897777e-02,1.642053867839920328e-02,1.879121315238821421e-02,7.292095271685255196e-03,8.572090650202330436e-03,7.531070073047504629e-03,5.710510369012480533e-03,8.018960496426629295e-03,9.647519485543083403e-03,7.818212057878717175e-03,5.978632024657990277e-03
1.671462499385672346e-02,1.880504632389186012e-02,1.384814048258308818e-02,1.526917630859028069e-02,5.377581398174029539e-03,5.798119080407214757e-03,6.557359832579500586e-03,4.734626073986104161e-03,6.258208916684207188e-03,6.844041270412345654e-03,6.650842239176566265e-03,4.687136256390197868e-03
1.788760973162726101e-02,2.040551295175403387e-02,1.789621536102976515e-02,1.996384626727016123e-02,5.615191290369318279e-03,6.931856282742414679e-03,7.446236339885935543e-03,5.917342043718252023e-03,7.063823510365165384e-03,7.941113305581880624e-03,7.419268400372989666e-03,5.653168204866870078e-03
1.562164793796975634e-02,1.794341031776175086e-02,1.505284757834252259e-02,1.717080985671217558e-02,6.567187471541223974e-03,7.743059835472306841e-03,7.501584047660240714e-03,5.457577990937154296e-03,6.865073621779116224e-03,7.614459679823283242e-03,7.598000403518640096e-03,5.588687161654897970e-03
1.645877992887118807e-02,1.849670974625144612e-02,1.618773078997535683e-02,1.850781806003886504e-02,6.040945336138746867e-03,6.811793387623074278e-03,6.777026392740884315e-03,4.994835050787575954e-03,6.018705444534263628e-03,6.951452588602686014e-03,7.316206531624023027e-03,5.396824157591484719e-03
1.528734652470957467e-02,1.786234844081118628e-02,1.666104859978196143e-02,1.867978635093911488e-02,6.305003784736053912e-03,7.344082589760737682e-03,6.866211752167898814e-03,5.544274904095188548e-03,7.042795048265393550e-03,8.633001984328359663e-03,7.652625062146342465e-03,6.143488772796371067e-03
