5.077783062930794032e-03,8.948333424104391517e-03,9.695675088270652026e-03,9.485429651580392155e-03,9.796777888841416704e-03,8.833408374495251708e-03,9.651241499722081063e-03,8.655667413323069048e-03,2.731015350576220663e-03,3.393192394729969367e-03,3.346847839438028219e-03,2.815366135090450680e-03,4.789908418872388003e-03,3.423601418873992424e-03,7.023216434618864863e-03,4.552048671580269205e-03,3.965371330354509893e-03,3.721449927474555861e-03,3.492717174516163890e-03,3.192353588282907401e-03,4.463226397031037213e-03,3.208564427685108369e-03,7.692407022110745590e-03,4.831865642052659594e-03,1.139550946490474823e-02,1.215682594584680497e-02,9.579075869853150710e-03,1.188113301742029643e-02,8.263063854397163441e-03,1.051090026057597063e-02,1.030066251407099447e-02,1.073204663540712651e-02,4.084632130702706837e-03,3.762863118278030137e-03,3.613405385486544684e-03,3.156766504215158860e-03,4.609826470338739338e-03,3.294507941287303215e-03,7.890720802330742148e-03,5.073281484333815906e-03,2.651000032245944774e-03,3.392959378075901828e-03,3.630928895856041540e-03,3.017339363354507899e-03,4.914543555903686314e-03,3.457286799921557765e-03,7.208826110764713149e-03,4.680293183258224868e-03
5.056275106590993676e-03,8.968483132975012262e-03,8.349817408260450449e-03,8.887793398728553382e-03,8.412439041567973744e-03,8.335673674174445477e-03,8.437294422493723731e-03,8.110925324301864608e-03,2.660887454676328940e-03,3.468165845074714249e-03,3.177442651561591946e-03,2.813567679798188986e-03,4.558428514670141360e-03,3.418626025831645546e-03,7.131024518338623455e-03,4.768558774982096723e-03,3.950177990310129936e-03,3.804244937118721193e-03,3.646340519676508074e-03,3.172179429267407008e-03,4.766830297036474089e-03,3.267310011497411796e-03,8.067599969127044190e-03,5.137405211202831536e-03,1.171603570905636882e-02,1.240918180061210269e-02,9.553983079842238990e-03,1.192027650208917280e-02,8.720155966235191083e-03,1.056537303719269280e-02,1.041468118086349287e-02,1.049507043854780788e-02,4.020329834688467219e-03,3.722706703318712836e-03,3.696935022078908731e-03,3.199831131155626493e-03,4.962265480142179046e-03,3.409835396336805772e-03,7.926276895325233551e-03,4.869616256467960806e-03,2.865332054953934147e-03,3.478502165679283730e-03,3.339386126899364024e-03,2.895634146041284329e-03,4.723087277117336835e-03,3.366260929297964360e-03,7.149777415507676398e-03,4.577559492639162245e-03
4.663563997355767328e-03,8.708898446041321573e-03,8.043520040017522466e-03,8.751286129944977135e-03,8.551244015559901837e-03,8.364136030560886600e-03,8.792481242962521190e-03,8.076325118192118069e-03,2.634016751806237799e-03,3.338189212587565693e-03,3.154811810678945401e-03,2.806698832770849941e-03,4.849891621854089327e-03,3.407817956117240987e-03,7.023650574935318310e-03,4.543402125678905855e-03,4.033201243678182814e-03,3.743475317412581042e-03,3.688153354449487560e-03,3.244301909730069270e-03,4.592340667731249076e-03,3.277875344439126065e-03,7.591877830435361449e-03,4.719591023573164665e-03,1.127489822339643524e-02,1.245714026488184065e-02,9.779887237198667954e-03,1.229862597341676612e-02,8.606467677076875059e-03,1.070741300894554812e-02,1.037772394275399135e-02,1.078313963116205552e-02,4.171842736370503894e-03,3.917256562126189383e-03,3.775418358105723030e-03,3.240737696965824075e-03,4.822144667871113878e-03,3.295934577201291467e-03,7.714950568912542009e-03,4.857855211919915109e-03,2.662294440249004732e-03,3.348703308527821530e-03,3.131741046020257001e-03,2.799737780497495252e-03,4.656853554305661128e-03,3.253683701550940440e-03,7.248321418322452477e-03,4.573301824906223292e-03
8.680870385720544299e-03,1.414959205773097875e-02,1.929905261252277612e-02,1.791195411072686594e-02,1.842229404595099526e-02,1.533070442239070109e-02,1.661247925750589105e-02,1.443245481588544508e-02,4.333680564670462643e-03,5.259462389112888950e-03,5.914482788334902985e-03,4.752692078454363867e-03,7.773024974521187611e-03,5.554581285115205158e-03,1.073104176070114983e-02,6.826481885551273499e-03,5.256409668819180675e-03,5.463480637812643571e-03,4.815577569750808737e-03,4.539328910409676059e-03,6.853597714406097982e-03,4.669516423438916167e-03,1.127194898884777835e-02,7.123325998703919706e-03,1.363372806561508749e-02,1.613263619529776288e-02,1.159376939446568611e-02,1.601881576333110888e-02,1.182739052835226658e-02,1.455739689634637755e-02,1.463123376918058251e-02,1.479085414923734035e-02,5.460067990331568359e-03,5.449575369487056307e-03,4.863456288640780924e-03,4.562611881124359510e-03,7.089654993919940196e-03,4.895114106285253057e-03,1.142715338939427963e-02,7.281138936283911012e-03,4.457767705151567846e-03,5.531311371342270862e-03,6.582949631160534693e-03,5.418116661256699301e-03,8.319293034470173417e-03,5.675422465503151929e-03,1.119382705178169866e-02,7.200022439213812388e-03
9.298292773720842272e-03,1.569176635007578716e-02,1.934586284768637782e-02,1.772656144681548918e-02,1.921094870447289521e-02,1.602565891516994148e-02,1.732040562992026578e-02,1.495829178426990105e-02,4.880034190329098076e-03,5.936880248217361877e-03,5.999770237620521106e-03,4.926862995726984974e-03,8.083386201462155682e-03,5.689078366488950489e-03,1.087547280259531547e-02,6.914974660212524354e-03,5.598285093969439588e-03,5.506323630744601981e-03,5.059824674010321606e-03,4.774307482906672319e-03,7.083382863956006609e-03,5.003334528921286883e-03,1.144768760964907234e-02,7.198237582333522240e-03,1.394488612530559932e-02,1.694919929412874032e-02,1.251840973440787250e-02,1.709902703056478609e-02,1.214930859476144945e-02,1.606639034320125198e-02,1.473308585459244188e-02,1.526248915799554087e-02,5.727450549858785489e-03,5.869508230857905552e-03,5.392921223655499675e-03,4.975290394058492702e-03,7.204006246503608102e-03,5.164133303380195536e-03,1.101768253140771384e-02,7.242541289022462123e-03,4.876385773852932697e-03,6.099193305742156568e-03,6.539550405374334671e-03,5.668368578658617568e-03,8.696594972731976764e-03,6.224093479866332421e-03,1.126186805247825738e-02,7.176077125346977045e-03
5.681245683673124755e-03,9.951901244281845596e-03,6.207055748859020318e-03,1.003779242996457113e-02,8.023303441322121934e-03,9.579326564591778698e-03,9.214088407746444734e-03,9.637927668311020366e-03,3.424612434117711452e-03,4.368049947251593720e-03,3.389865583577336347e-03,3.628648380625728361e-03,4.635971839988015791e-03,3.844104431113657457e-03,7.879704386223996757e-03,5.269856968640986711e-03,4.970695168266623526e-03,4.627114057664585660e-03,4.437214050116763259e-03,3.981003892245328288e-03,5.552647915520621084e-03,3.930666784448992937e-03,8.932954715745410751e-03,5.819824936282649852e-03,1.236274065982579697e-02,1.404898491088067691e-02,1.126260731609374753e-02,1.356600311472056994e-02,1.080607879409570433e-02,1.289882609266604016e-02,1.296301491866510246e-02,1.333199284137680414e-02,4.959814582075308849e-03,4.747905672694163574e-03,4.312141061199328829e-03,3.879452004001068821e-03,5.043890853302092706e-03,3.776247579706033548e-03,9.142581309523011707e-03,5.853116305522074875e-03,3.427462686667726195e-03,4.401729457730406588e-03,3.379937276661814510e-03,3.445462673381166629e-03,4.741820908232112670e-03,3.679036807917476521e-03,8.046937122938422129e-03,5.403137701957543004e-03
8.235609238476739730e-03,1.345045960949314140e-02,1.655038979976606109e-02,1.572800238600907674e-02,1.816884855543441854e-02,1.525753439248398596e-02,1.700791133376522782e-02,1.452130315780784074e-02,4.554393758760195629e-03,5.429408120583312583e-03,5.435123723686236842e-03,4.775601018603172800e-03,7.500921412622802917e-03,5.375295142789625162e-03,1.074983569593674498e-02,6.964053330830033937e-03,5.861539686344853159e-03,5.733258385316090423e-03,5.448481177345545177e-03,4.986615774471541383e-03,6.594037900959133329e-03,4.789510272250953847e-03,1.140226185784690323e-02,7.143446627042505069e-03,1.545356823439622204e-02,1.806605422890118426e-02,1.419976658911101947e-02,1.748715388703876716e-02,1.226892304931813046e-02,1.544007748426354416e-02,1.520144103077258543e-02,1.608289820314660890e-02,6.076097447967444311e-03,5.753730765647037393e-03,5.482554611962640878e-03,4.979118208713848547e-03,6.605246833622335605e-03,4.839842403118509509e-03,1.124705017627311565e-02,7.170251284610692534e-03,4.573360701342752375e-03,5.327579569327832963e-03,6.289802306606963496e-03,5.208234863439760616e-03,8.609997592351677567e-03,6.102318032875734058e-03,1.102555652636482385e-02,7.008894478683894494e-03
6.836969619307674620e-03,1.317044710715526909e-02,7.846340010109321625e-03,1.179646207174836828e-02,8.970896065319117207e-03,1.040715828815763112e-02,1.107880891401625580e-02,1.075989290383467904e-02,3.783005221188982803e-03,4.877776050694572138e-03,4.345707988426763917e-03,4.021707300198920643e-03,6.588003914184589402e-03,4.633830628265959463e-03,1.083996917097202958e-02,6.799534683753858527e-03,5.858122171362934588e-03,5.589257804965198050e-03,5.772834292311972496e-03,4.708860920639234594e-03,7.513854637974050690e-03,4.930840547683685432e-03,1.241596862673021405e-02,7.353259736172934255e-03,1.699314812866919641e-02,1.911414421547590059e-02,1.477943657678424186e-02,1.811279090220125135e-02,1.277951727177165965e-02,1.548991867059795399e-02,1.546665505438075440e-02,1.560700668471831642e-02,5.830711847386006556e-03,5.579473954831388159e-03,5.667751314730541494e-03,4.729418249311528877e-03,7.238275637446115601e-03,4.807094246326477915e-03,1.228549012473888723e-02,7.487189743147907792e-03,3.755542286186202942e-03,4.781100640087836834e-03,4.444916761018069019e-03,3.948030604441881905e-03,6.579785784792871635e-03,4.624530278373748492e-03,1.098493981216513635e-02,6.969222048745457934e-03
6.786635254815627863e-03,1.307170146631064615e-02,8.354309564115354123e-03,1.224794377406641585e-02,9.469254688097348063e-03,1.098268214207313159e-02,1.131450500077220075e-02,1.125723847297409493e-02,3.880346621971923413e-03,4.977762057023086065e-03,4.279921352055151423e-03,4.011086862957591315e-03,6.604059615533758310e-03,4.690588857092201774e-03,1.074857950895429133e-02,6.855059112158470164e-03,6.029389647548791080e-03,5.677887697171994999e-03,5.916999658354982553e-03,4.919884973323610314e-03,7.364734643809702115e-03,5.109580706101778461e-03,1.224229109970837413e-02,7.436341240333404178e-03,1.696586024016059555e-02,1.882712500054039423e-02,1.555400386213167882e-02,1.835532810596252062e-02,1.382119856579868897e-02,1.644548876269258733e-02,1.600042652952390204e-02,1.623643112498926802e-02,6.047473548226604129e-03,5.646176382685987212e-03,5.723503540742079163e-03,4.949815413029744725e-03,7.268062332394835227e-03,5.049607382807160330e-03,1.211703094501847058e-02,7.594302636271519670e-03,3.753706359133633739e-03,4.945321937335735857e-03,4.245963512535809968e-03,4.113444905265139714e-03,6.798607476639101366e-03,4.750414386438988126e-03,1.058438976855328138e-02,6.808632618156304148e-03
6.454525082086978727e-03,1.209842074974273353e-02,1.063829049573643964e-02,1.261971145570796315e-02,9.437093113272785813e-03,1.068708272390715176e-02,1.101986898506514961e-02,1.098727432821343213e-02,3.610172530458281934e-03,4.856455824317288013e-03,5.202036613597970337e-03,4.709399087775309987e-03,6.555948047317813540e-03,4.618741701488408152e-03,1.071335678528155533e-02,6.964822605412834301e-03,6.282898222147177691e-03,5.751904974121470511e-03,5.856690065244488964e-03,4.919569802694082582e-03,7.198080561501685355e-03,4.933953679290037884e-03,1.189916028062784799e-02,7.388988813103124741e-03,1.794132269184288420e-02,1.886451458137241091e-02,1.570326405971577896e-02,1.825046331961044030e-02,1.430417196739306417e-02,1.684029935136218195e-02,1.617386263871505372e-02,1.636706410439920517e-02,6.277548975532290347e-03,5.772434144865814555e-03,5.679107157402371597e-03,4.857826061899780425e-03,7.331668931357638100e-03,4.997165153220872215e-03,1.166673968958031882e-02,7.232588233111380757e-03,3.767300495749332546e-03,4.974477989674549495e-03,5.799813659912570786e-03,5.219251676191135475e-03,6.747471175189386113e-03,4.869979758524909524e-03,1.051535799029609287e-02,6.861732405020290471e-03
6.983808286226143684e-03,1.160385668230821954e-02,7.587371033276757090e-03,1.105873248892570715e-02,1.219842194216920819e-02,1.078327159305065425e-02,1.038904940452517467e-02,1.026559573128277801e-02,3.645244040927457779e-03,4.455384207990688641e-03,3.393414168166633375e-03,3.479657456744937160e-03,6.152078519161494237e-03,4.465070194498739833e-03,7.912032266136594799e-03,5.142145706780600067e-03,4.894241861950659848e-03,4.531738558594491408e-03,4.157297495351175778e-03,3.766557182722075122e-03,4.885383196424185163e-03,3.641947831068714260e-03,8.331750685623209862e-03,5.431364534191535781e-03,1.350090359503078666e-02,1.386303757989844863e-02,1.054782646450718245e-02,1.302888094277524812e-02,9.755819497013734631e-03,1.140130501132479747e-02,1.169067501833070608e-02,1.159078610732728470e-02,5.100573974976405772e-03,4.444918077275696218e-03,4.175772550699853244e-03,3.752588760619607940e-03,5.126027714708809510e-03,3.630928103759419739e-03,8.854600299821014167e-03,5.635965085375165863e-03,3.594168910398775913e-03,4.379639072344725104e-03,3.523900895754807083e-03,3.458998697157866613e-03,5.490199403940822058e-03,3.987203790886216688e-03,7.984010704213903922e-03,5.201114095879255661e-03
5.995976808438550562e-03,1.025376271629148406e-02,1.465704110269102668e-02,1.309785215281934756e-02,1.181612713734243522e-02,9.753826527139852764e-03,9.730069456987688187e-03,9.356561229634593677e-03,3.336042781440931061e-03,3.983807340289534198e-03,5.641475954607173653e-03,4.468218811935861789e-03,5.397325536504318094e-03,3.854119342908160235e-03,7.796424997593757317e-03,4.957104091433081963e-03,4.297550103460875091e-03,4.041732109811931387e-03,4.323043004590285121e-03,3.572807627900412113e-03,5.353479222439996507e-03,3.608622753691576729e-03,8.459208955743433359e-03,5.363394071411934153e-03,1.128649903102866940e-02,1.229819286660793418e-02,1.064441157407412450e-02,1.264660980490142986e-02,9.034173411429166287e-03,1.111989856543121359e-02,1.114053879193605164e-02,1.105276855134908372e-02,4.452082700620733739e-03,4.152535795698694167e-03,4.133714042361618692e-03,3.466748343039962287e-03,5.115934526257920854e-03,3.458777994689130227e-03,8.541490041281794496e-03,5.290734805316260787e-03,3.128081953941305293e-03,3.852946497007589486e-03,6.566428291625985535e-03,5.490767357266627437e-03,5.961765566341522236e-03,4.294702419240630994e-03,7.843735952627434518e-03,5.044583013465658329e-03
8.303724840605637356e-03,1.453628694630811069e-02,1.324691415891253443e-02,1.436457709141831900e-02,1.427909767607991702e-02,1.358263202977714156e-02,1.330933719212487078e-02,1.309173068606841149e-02,4.195522377897998624e-03,5.332789370126096544e-03,5.042389821571995751e-03,4.406637041749010206e-03,7.850415080479492339e-03,5.652170770736862117e-03,1.056389710376416310e-02,6.775213402105535049e-03,5.798089722463634250e-03,5.563644956395194345e-03,5.472636526447849196e-03,4.729001679573583208e-03,7.457603066604675916e-03,5.214565624675033921e-03,1.194262335077994619e-02,7.472581178025725947e-03,1.427215171180760793e-02,1.639518499908455135e-02,1.521774990144084475e-02,1.667314647861585855e-02,1.390909338248247883e-02,1.513146410208198941e-02,1.593724296131367527e-02,1.538605910746684846e-02,5.637349117743426820e-03,5.488630768315756921e-03,5.541082097794271071e-03,4.699545603990469035e-03,7.277346536081772364e-03,4.813931359391819716e-03,1.168482892979117935e-02,7.297806888660890966e-03,4.213675036126875856e-03,5.211554550950338489e-03,5.322751933682675143e-03,4.413655206788004090e-03,8.148778271896087860e-03,5.721035380372039604e-03,1.082049252701250408e-02,6.993072412899776352e-03
8.699029066552826234e-03,1.496083067560689817e-02,1.467116541458049830e-02,1.543687046408208016e-02,1.614001483353572769e-02,1.579635609391193476e-02,1.551255838740572129e-02,1.559721788714339349e-02,4.485964296888337970e-03,5.606931323064117886e-03,5.195125378419282111e-03,4.646418994157796266e-03,7.375320579632996427e-03,5.337187730469971150e-03,1.085900463362954489e-02,7.126901948419747841e-03,5.847218782449506609e-03,5.625181487511330715e-03,5.198391214929524821e-03,4.752617820198945867e-03,6.877237660915439151e-03,4.924516610823597741e-03,1.138788775284766894e-02,7.237541241910007764e-03,1.521878924190253612e-02,1.780265095547505297e-02,1.404769666294442693e-02,1.654125217414672416e-02,1.261637779891306398e-02,1.532378084472683574e-02,1.509584374148209736e-02,1.596933161738233950e-02,5.758508590769264961e-03,5.625185178431604122e-03,5.160998431749930053e-03,4.788108790618223788e-03,6.776959998442805798e-03,4.830983624324831915e-03,1.184470184227294845e-02,7.605852404052331275e-03,4.583998602122297053e-03,5.587741245392451386e-03,5.527995544404334938e-03,4.849932880228728822e-03,7.349503941445645686e-03,5.331884554928727378e-03,1.088801499590580195e-02,6.985702390435572645e-03
8.877317048789372736e-03,1.524346963018442455e-02,1.188798702310512982e-02,1.405540730889798078e-02,1.224739042413636354e-02,1.261907552486116885e-02,1.299122804372059882e-02,1.280271386456676569e-02,4.634481375169584826e-03,5.603678247917184135e-03,5.159531157192925530e-03,4.705760209841575344e-03,7.456467013609137731e-03,5.186975837576772615e-03,1.104530389062543215e-02,6.912668826928466959e-03,6.104702734029547259e-03,5.880135759884892732e-03,5.557312579637584474e-03,4.867926836445775340e-03,7.012020933764050341e-03,4.884728761352147633e-03,1.181701192060576749e-02,7.405773679541341643e-03,1.624620133643444805e-02,1.859959542455674394e-02,1.416821682772382608e-02,1.697661498305974570e-02,1.264986901164208768e-02,1.501640963575045541e-02,1.523425607406963395e-02,1.558923572137792951e-02,6.083622048983211919e-03,5.805053815506303234e-03,5.517486434211287850e-03,4.839593760964077881e-03,7.446499922436815820e-03,5.146809782167270642e-03,1.199746729643375205e-02,7.521255146257292863e-03,4.595188212497477130e-03,5.677805900470985281e-03,4.997247316244138315e-03,4.515742224512311193e-03,6.921738518576787610e-03,4.857848544350665786e-03,1.102861940976713508e-02,6.983260851152537155e-03
8.722609024584547163e-03,1.542583236651502016e-02,8.993760127925239795e-03,1.393088127484579802e-02,2.435960890684109315e-02,2.029025246984133418e-02,1.790831567397124444e-02,1.467140221283936424e-02,4.810940223296937025e-03,5.799619558827776369e-03,4.751148885763228566e-03,4.655677068334634384e-03,9.728463685896313398e-03,7.012988230153976987e-03,1.191383071677903742e-02,7.660552587438053222e-03,5.958382398182218015e-03,5.536550879198559767e-03,5.952360361507853456e-03,4.918719292560381519e-03,7.323393533984007275e-03,5.115003758236205504e-03,1.168371842469244012e-02,7.331034471858782244e-03,1.665991257262330535e-02,1.831523561469566505e-02,1.511685455134126159e-02,1.861683550968854656e-02,1.421315784971853048e-02,1.626611825044997975e-02,1.542875773104161914e-02,1.590533518780445910e-02,5.932003200960246636e-03,5.503445232628407027e-03,5.976095672890014386e-03,4.974218731104173598e-03,7.453486523816457709e-03,5.169207372546245904e-03,1.189531103517568744e-02,7.552595699137404708e-03,4.576677465401645523e-03,5.566762455239082814e-03,4.853854825570868073e-03,4.559838812838347064e-03,1.159133022818980077e-02,8.636328830837376735e-03,1.214502452279325045e-02,7.636530601850498139e-03
6.747566969583830739e-03,1.022088321851489373e-02,1.021467074457053231e-02,1.041703796263298079e-02,1.137188530207786444e-02,1.048590569815416144e-02,1.079264968747353261e-02,9.882349937704039758e-03,3.391906555780626904e-03,3.758052229479755951e-03,4.054413035019497485e-03,3.365339193168680448e-03,6.203350001900922832e-03,4.302202183696137057e-03,8.094977953166521134e-03,5.002691664836110726e-03,4.492240079137333614e-03,3.943786155697960941e-03,4.192671882675412173e-03,3.393214364163444057e-03,4.977941526348755863e-03,3.430298555374124755e-03,8.169597566159135862e-03,5.133346577224903728e-03,1.312392309078701073e-02,1.275974678908562907e-02,1.002498900494584212e-02,1.206333349540777457e-02,8.886050637501976060e-03,1.023921267970635297e-02,1.060503918937104155e-02,1.034319983351387855e-02,4.437588450722789943e-03,3.964598803617232388e-03,4.078221482662141087e-03,3.379399813441711503e-03,5.029884286426439949e-03,3.375868936872454366e-03,8.325593206149676379e-03,5.211511688780481703e-03,3.486246888748620407e-03,3.642338619175098085e-03,3.936095621584267262e-03,3.293788161766171823e-03,5.696092125669199695e-03,3.830650927079710423e-03,7.900504298190521787e-03,4.951246209570602484e-03
