3.609139919281005859e-01,7.189537584781646729e-02
3.548197746276855469e-01,6.622045487165451050e-02
3.539039492607116699e-01,6.807900220155715942e-02
5.711486935615539551e-01,1.402540653944015503e-01
5.900659561157226562e-01,1.406015604734420776e-01
3.758641779422760010e-01,5.890526250004768372e-02
5.788556933403015137e-01,1.284527480602264404e-01
5.150861144065856934e-01,8.843925595283508301e-02
5.268097519874572754e-01,9.314280003309249878e-02
5.156140327453613281e-01,9.210127592086791992e-02
4.462715089321136475e-01,9.066770225763320923e-02
3.978552520275115967e-01,7.552494108676910400e-02
5.513983964920043945e-01,1.076397672295570374e-01
5.635825991630554199e-01,1.167504787445068359e-01
5.832338929176330566e-01,1.154920458793640137e-01
5.994320511817932129e-01,1.291281431913375854e-01
4.227924048900604248e-01,9.462237358093261719e-02
4.210387468338012695e-01,7.157515734434127808e-02
5.272014141082763672e-01,1.176377534866333008e-01
5.491822361946105957e-01,1.255118697881698608e-01
5.238977670669555664e-01,9.738823026418685913e-02
3.599670827388763428e-01,6.875901669263839722e-02
6.042677760124206543e-01,1.522713601589202881e-01
5.825896263122558594e-01,1.440812051296234131e-01
4.579331278800964355e-01,8.397506922483444214e-02
6.404821872711181641e-01,1.280919462442398071e-01
4.923456311225891113e-01,1.082287654280662537e-01
4.787374436855316162e-01,9.077598154544830322e-02
5.771504044532775879e-01,1.163895428180694580e-01
4.899017810821533203e-01,1.091549172997474670e-01
5.143530964851379395e-01,1.106490790843963623e-01
5.365273356437683105e-01,1.054629161953926086e-01
5.236127972602844238e-01,9.127660095691680908e-02
4.491895735263824463e-01,8.707846701145172119e-02
5.409610867500305176e-01,1.069714576005935669e-01
5.914814472198486328e-01,1.169791668653488159e-01
4.666916728019714355e-01,1.188771948218345642e-01
5.658599734306335449e-01,1.093338727951049805e-01
5.534285306930541992e-01,1.152807176113128662e-01
5.319404006004333496e-01,1.109882667660713196e-01
5.310103893280029297e-01,1.140695735812187195e-01
5.668077468872070312e-01,1.126984953880310059e-01
4.561265110969543457e-01,1.145745515823364258e-01
4.751165807247161865e-01,1.086739078164100647e-01
5.489519238471984863e-01,9.911864250898361206e-02
5.742308497428894043e-01,1.040630117058753967e-01
5.227612853050231934e-01,1.141347810626029968e-01
5.618552565574645996e-01,1.088315993547439575e-01
5.545294284820556641e-01,1.157052963972091675e-01
5.434454679489135742e-01,8.982738852500915527e-02
4.882537126541137695e-01,1.027610227465629578e-01
5.880880951881408691e-01,1.085764393210411072e-01
4.443245530128479004e-01,8.286648988723754883e-02
5.425552725791931152e-01,1.046210527420043945e-01
5.765786170959472656e-01,9.365547448396682739e-02
4.484193325042724609e-01,8.234938979148864746e-02
4.247820377349853516e-01,8.198129385709762573e-02
5.701786875724792480e-01,1.115447133779525757e-01
5.634315013885498047e-01,1.122454702854156494e-01
5.388937592506408691e-01,1.122875884175300598e-01
5.355729460716247559e-01,1.120702475309371948e-01
6.295257806777954102e-01,9.746384620666503906e-02
5.417853593826293945e-01,1.149304285645484924e-01
4.165059924125671387e-01,8.278668671846389771e-02
5.812837481498718262e-01,1.405877321958541870e-01
5.022829771041870117e-01,9.141723066568374634e-02
4.819288551807403564e-01,8.993557095527648926e-02
5.062308907508850098e-01,8.604507148265838623e-02
4.172465205192565918e-01,8.559976518154144287e-02
3.927421569824218750e-01,7.622776180505752563e-02
4.957164525985717773e-01,9.925654530525207520e-02
5.876494646072387695e-01,9.202822297811508179e-02
