3.630966842174530029e-01,6.959254294633865356e-02
3.547920286655426025e-01,6.458690017461776733e-02
3.538772165775299072e-01,6.656649708747863770e-02
5.913749933242797852e-01,1.421182602643966675e-01
6.100914478302001953e-01,1.417773813009262085e-01
3.809205293655395508e-01,5.822778120636940002e-02
6.096130013465881348e-01,1.329270452260971069e-01
5.225937366485595703e-01,8.983542770147323608e-02
5.333949923515319824e-01,9.489952772855758667e-02
5.259355902671813965e-01,9.452845901250839233e-02
4.450162053108215332e-01,8.829383552074432373e-02
4.053427875041961670e-01,7.565800845623016357e-02
5.566979050636291504e-01,1.057741716504096985e-01
5.690984725952148438e-01,1.151252761483192444e-01
6.029766798019409180e-01,1.185054332017898560e-01
6.038983464241027832e-01,1.280942112207412720e-01
4.253477752208709717e-01,9.534276276826858521e-02
4.172020554542541504e-01,7.249217480421066284e-02
5.581473708152770996e-01,1.236085891723632812e-01
5.699168443679809570e-01,1.263036876916885376e-01
5.262271165847778320e-01,9.816067665815353394e-02
3.595022559165954590e-01,6.897776573896408081e-02
6.192004680633544922e-01,1.547619998455047607e-01
6.150003075599670410e-01,1.520665138959884644e-01
4.640732109546661377e-01,8.394454419612884521e-02
6.209065318107604980e-01,1.303303688764572144e-01
4.753330051898956299e-01,1.072334945201873779e-01
4.822026193141937256e-01,9.345909953117370605e-02
5.734594464302062988e-01,1.151072680950164795e-01
4.882433712482452393e-01,1.114063039422035217e-01
5.197044610977172852e-01,1.133109107613563538e-01
5.435511469841003418e-01,1.066081523895263672e-01
5.078089237213134766e-01,9.152944386005401611e-02
4.372809231281280518e-01,8.766339719295501709e-02
5.318982005119323730e-01,1.056024953722953796e-01
5.931178927421569824e-01,1.191906034946441650e-01
4.811775386333465576e-01,1.256088614463806152e-01
5.688316226005554199e-01,1.119837388396263123e-01
5.456252098083496094e-01,1.179821044206619263e-01
5.493239164352416992e-01,1.182903200387954712e-01
5.459195375442504883e-01,1.188885271549224854e-01
5.709757208824157715e-01,1.140971705317497253e-01
4.575839638710021973e-01,1.157281175255775452e-01
4.801732003688812256e-01,1.070757806301116943e-01
5.480880141258239746e-01,9.810382127761840820e-02
5.818693041801452637e-01,1.068811044096946716e-01
5.405957698822021484e-01,1.232235059142112732e-01
5.709623098373413086e-01,1.142281442880630493e-01
5.550290942192077637e-01,1.155472174286842346e-01
5.492109656333923340e-01,9.262337535619735718e-02
4.901577830314636230e-01,1.031929031014442444e-01
5.894129276275634766e-01,1.067104041576385498e-01
4.406782984733581543e-01,8.142659813165664673e-02
5.326856970787048340e-01,1.026191040873527527e-01
5.926317572593688965e-01,9.500497579574584961e-02
4.463165700435638428e-01,8.104119449853897095e-02
4.286954700946807861e-01,8.363967388868331909e-02
5.727902650833129883e-01,1.098745092749595642e-01
5.530658364295959473e-01,1.099962517619132996e-01
5.554311871528625488e-01,1.150838285684585571e-01
5.330884456634521484e-01,1.104213893413543701e-01
6.439050436019897461e-01,9.977925568819046021e-02
5.350914001464843750e-01,1.127557232975959778e-01
4.169912338256835938e-01,8.204247802495956421e-02
5.823909044265747070e-01,1.425331085920333862e-01
4.909066557884216309e-01,8.842855691909790039e-02
4.908128976821899414e-01,9.212712198495864868e-02
5.056860446929931641e-01,8.345479518175125122e-02
4.169348180294036865e-01,8.468765020370483398e-02
3.922085464000701904e-01,7.413306832313537598e-02
4.932120144367218018e-01,9.746088087558746338e-02
5.876849293708801270e-01,9.290807694196701050e-02
5.749097466468811035e-01,1.253396868705749512e-01
5.447153449058532715e-01,9.539574384689331055e-02
5.518391728401184082e-01,1.086629480123519897e-01
5.152469277381896973e-01,1.086281016469001770e-01
5.573073625564575195e-01,1.085552647709846497e-01
5.383276939392089844e-01,1.098703667521476746e-01
5.607858896255493164e-01,1.157497614622116089e-01
5.576767921447753906e-01,1.007654890418052673e-01
5.369698405265808105e-01,8.535503596067428589e-02
3.507889807224273682e-01,7.122803479433059692e-02
6.102209687232971191e-01,1.119657531380653381e-01
5.627749562263488770e-01,1.143180653452873230e-01
5.986093878746032715e-01,1.082856059074401855e-01
